0,1
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
165.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
156.5,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.5,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
157.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
149.0,293.0
